timestamp,action_type,item_id,cursor_time,source,user_answer,platform
1566804948555,submit,b5220,,my_note,,web
1566804951737,enter,e5220,,my_note,,web
1566805001867,quit,e5220,,my_note,,web
1566805004324,enter,b5192,,my_note,,web
1566805019924,respond,q6861,,my_note,c,web
1566805064822,respond,q6862,,my_note,a,web
1566805076912,respond,q6863,,my_note,a,web
1566805108320,respond,q6864,,my_note,a,web
1566805121509,respond,q6864,,my_note,c,web
1566805122856,submit,b5192,,my_note,,web
1566805124253,enter,e5192,,my_note,,web
1566805239313,quit,e5192,,my_note,,web
1566806389204,enter,e5192,,my_note,,web
1566806409046,quit,e5192,,my_note,,web
1566806411440,enter,b5124,,my_note,,web
1566806430776,respond,q6709,,my_note,b,web
1566806448351,respond,q6709,,my_note,d,web
1566806492088,respond,q6710,,my_note,a,web
1566806511958,respond,q6710,,my_note,c,web
1566806540095,respond,q6711,,my_note,a,web
1566806552719,respond,q6712,,my_note,a,web
1566806585296,submit,b5124,,my_note,,web
1566806587658,enter,e5124,,my_note,,web
1566806614651,quit,e5124,,my_note,,web
1566807054503,enter,e5124,,my_note,,web
1566807055489,quit,e5124,,my_note,,web
1566807732812,enter,b5122,,my_note,,web
1566807762548,respond,q6701,,my_note,d,web
1566807769920,respond,q6702,,my_note,c,web
1566807801251,respond,q6703,,my_note,a,web
1566807825388,respond,q6704,,my_note,c,web
1566807831615,submit,b5122,,my_note,,web
1566807833836,enter,e5122,,my_note,,web
1566807862730,quit,e5122,,my_note,,web
1567062982588,enter,l588,,my_note,,web
1567062989359,play_video,l588,12,my_note,,web
1567063314786,pause_video,l588,325358,my_note,,web
1567063859098,quit,l588,,my_note,,web
1567064688037,enter,b5189,,my_note,,web
1567064728620,respond,q6849,,my_note,c,web
1567064750601,respond,q6850,,my_note,d,web
1567064798634,respond,q6851,,my_note,d,web
1567064849844,respond,q6851,,my_note,c,web
1567064865921,respond,q6852,,my_note,c,web
1567064870766,submit,b5189,,my_note,,web
1567064873705,enter,e5189,,my_note,,web
1567065157602,quit,e5189,,my_note,,web
1567065159849,enter,b5116,,my_note,,web
1567065178617,respond,q6677,,my_note,d,web
1567065204006,respond,q6678,,my_note,b,web
1567065211252,respond,q6678,,my_note,c,web
1567065213502,respond,q6678,,my_note,d,web
1567065215647,respond,q6678,,my_note,b,web
1567065242061,respond,q6679,,my_note,d,web
1567065259257,respond,q6680,,my_note,c,web
1567065268479,submit,b5116,,my_note,,web
1567065271127,enter,e5116,,my_note,,web
1567065348007,quit,e5116,,my_note,,web
1567065351458,enter,b5197,,my_note,,web
1567065369122,erase_choice,q6881,,my_note,d,web
1567065372294,respond,q6881,,my_note,c,web
1567065426674,respond,q6882,,my_note,c,web
1567065459133,respond,q6883,,my_note,c,web
1567065499584,respond,q6884,,my_note,b,web
1567065509892,respond,q6884,,my_note,a,web
1567065512625,submit,b5197,,my_note,,web
1567065515013,enter,e5197,,my_note,,web
1567065691804,quit,e5197,,my_note,,web
1567065694552,enter,b5086,,my_note,,web
1567065719594,respond,q6557,,my_note,d,web
1567065753238,respond,q6558,,my_note,b,web
1567065772414,respond,q6559,,my_note,c,web
1567065821304,respond,q6560,,my_note,c,web
1567065830867,submit,b5086,,my_note,,web
1567065832854,enter,e5086,,my_note,,web
1567066018470,quit,e5086,,my_note,,web
1567066496174,enter,b2068,,my_note,,web
1567066528168,play_audio,b2068,0,my_note,,web
1567066540210,respond,q3402,,my_note,a,web
1567066551870,respond,q3403,,my_note,d,web
1567066566268,respond,q3404,,my_note,a,web
1567066567547,respond,q3404,,my_note,d,web
1567066568973,pause_audio,b2068,39519,my_note,,web
1567066568977,submit,b2068,,my_note,,web
1567066570334,enter,e2068,,my_note,,web
1567066579326,play_audio,b2068,0,my_note,,web
1567066630780,pause_audio,b2068,51118,my_note,,web
1567066630781,quit,e2068,,my_note,,web
1567066633810,enter,b1887,,my_note,,web
1567066664916,play_audio,b1887,51118,my_note,,web
1567066684045,respond,q2859,,my_note,a,web
1567066693201,respond,q2860,,my_note,d,web
1567066696832,respond,q2861,,my_note,a,web
1567066698323,pause_audio,b1887,32896,my_note,,web
1567066698325,submit,b1887,,my_note,,web
1567066700069,enter,e1887,,my_note,,web
1567066706731,play_audio,b1887,0,my_note,,web
1567066745268,pause_audio,b1887,37749,my_note,,web
1567066745269,quit,e1887,,my_note,,web
1567066747670,enter,b1918,,my_note,,web
1567066778812,play_audio,b1918,37749,my_note,,web
1567066797928,respond,q2952,,my_note,a,web
1567066809847,respond,q2953,,my_note,d,web
1567066821794,respond,q2954,,my_note,a,web
1567066830193,respond,q2954,,my_note,b,web
1567066831180,pause_audio,b1918,51481,my_note,,web
1567066831181,submit,b1918,,my_note,,web
1567066833396,enter,e1918,,my_note,,web
1567066836892,play_audio,b1918,0,my_note,,web
1567066884617,pause_audio,b1918,47531,my_note,,web
1567066884619,quit,e1918,,my_note,,web
1567066886562,enter,b1798,,my_note,,web
1567066917651,play_audio,b1798,47531,my_note,,web
1567066940353,respond,q2592,,my_note,b,web
1567066948509,respond,q2593,,my_note,c,web
1567066961607,respond,q2594,,my_note,b,web
1567066965592,pause_audio,b1798,46714,my_note,,web
1567066965594,submit,b1798,,my_note,,web
1567066968054,enter,e1798,,my_note,,web
1567066972096,play_audio,b1798,0,my_note,,web
1567067016068,pause_audio,b1798,43546,my_note,,web
1567067016069,quit,e1798,,my_note,,web
1567067019025,enter,b1915,,my_note,,web
1567067050103,play_audio,b1915,43546,my_note,,web
1567067075187,respond,q2944,,my_note,d,web
1567067088599,respond,q2945,,my_note,c,web
1567067091251,respond,q2945,,my_note,a,web
1567067095845,respond,q2943,,my_note,d,web
1567067097116,pause_audio,b1915,46355,my_note,,web
1567067097117,submit,b1915,,my_note,,web
1567067099304,enter,e1915,,my_note,,web
1567067110376,play_audio,b1915,0,my_note,,web
1567067149302,pause_audio,b1915,38852,my_note,,web
1567067149303,quit,e1915,,my_note,,web
1567067232643,enter,e1915,,my_note,,web
1567067675107,quit,e1915,,my_note,,web
1567068064823,enter,l550,,adaptive_offer,,web
1567068076248,play_video,l550,59,adaptive_offer,,web
1567068216286,quit,l550,,adaptive_offer,,web
1567068223112,enter,e3071,,adaptive_offer,,web
1567068225418,quit,e3071,,adaptive_offer,,web
1567068228616,enter,b4717,,adaptive_offer,,web
1567068231305,respond,q6185,,adaptive_offer,c,web
1567068232208,submit,b4717,,adaptive_offer,,web
1567068233136,enter,e4717,,adaptive_offer,,web
1567068234851,quit,e4717,,adaptive_offer,,web
1567068243863,enter,l533,,adaptive_offer,,web
1567068248603,play_video,l533,21,adaptive_offer,,web
1567068380049,pause_video,l533,131401,adaptive_offer,,web
1567068387279,quit,l533,,adaptive_offer,,web
1567068390612,enter,b4793,,adaptive_offer,,web
1567068393027,respond,q6261,,adaptive_offer,a,web
1567068394269,submit,b4793,,adaptive_offer,,web
1567068395230,enter,e4793,,adaptive_offer,,web
1567068398415,quit,e4793,,adaptive_offer,,web
1567068400869,enter,b5833,,adaptive_offer,,web
1567068409684,respond,q8482,,adaptive_offer,a,web
1567068411247,submit,b5833,,adaptive_offer,,web
1567068412468,enter,e5833,,adaptive_offer,,web
1567068414640,quit,e5833,,adaptive_offer,,web
1567068421048,enter,b2672,,sprint,,web
1567068424380,respond,q4140,,sprint,a,web
1567068445013,respond,q4140,,sprint,d,web
1567068445796,submit,b2672,,sprint,,web
1567068446663,enter,e2672,,sprint,,web
1567068540251,quit,e2672,,sprint,,web
1567068543309,enter,b2849,,sprint,,web
1567068579016,respond,q4317,,sprint,a,web
1567068593075,submit,b2849,,sprint,,web
1567068594493,enter,e2849,,sprint,,web
1567068646694,quit,e2849,,sprint,,web
1567068649386,enter,b11333,,sprint,,web
1567068664774,respond,q17096,,sprint,a,web
1567068666085,respond,q17096,,sprint,b,web
1567068670208,submit,b11333,,sprint,,web
1567068671431,enter,e11333,,sprint,,web
1567068691096,quit,e11333,,sprint,,web
1567068695146,enter,b4305,,sprint,,web
1567068710048,respond,q5773,,sprint,b,web
1567068712195,submit,b4305,,sprint,,web
1567068713449,enter,e4305,,sprint,,web
1567068722546,quit,e4305,,sprint,,web
1567068725549,enter,b4928,,sprint,,web
1567068772009,respond,q6396,,sprint,a,web
1567068774048,submit,b4928,,sprint,,web
1567068775280,enter,e4928,,sprint,,web
1567068921708,quit,e4928,,sprint,,web
1567068927763,enter,b4311,,sprint,,web
1567068973309,respond,q5779,,sprint,a,web
1567068976625,respond,q5779,,sprint,d,web
1567068992470,respond,q5779,,sprint,b,web
1567068998475,submit,b4311,,sprint,,web
1567068999793,enter,e4311,,sprint,,web
1567069055163,quit,e4311,,sprint,,web
1567069058402,enter,b6380,,sprint,,web
1567069072882,respond,q9029,,sprint,d,web
1567069078985,submit,b6380,,sprint,,web
1567069080812,enter,e6380,,sprint,,web
1567069102467,quit,e6380,,sprint,,web
1567069105599,enter,b3774,,sprint,,web
1567069118166,respond,q5242,,sprint,c,web
1567069127512,submit,b3774,,sprint,,web
1567069134810,enter,l552,,adaptive_offer,,web
1567069140503,play_video,l552,20,adaptive_offer,,web
1567069316629,pause_video,l552,176030,adaptive_offer,,web
1567069488460,quit,l552,,adaptive_offer,,web
1567069491768,enter,b4718,,adaptive_offer,,web
1567069503162,respond,q6186,,adaptive_offer,c,web
1567069514596,submit,b4718,,adaptive_offer,,web
1567069516482,enter,e4718,,adaptive_offer,,web
1567069537284,quit,e4718,,adaptive_offer,,web
1567069540420,enter,b3774,,adaptive_offer,,web
1567069543019,respond,q5242,,adaptive_offer,a,web
1567069544945,submit,b3774,,adaptive_offer,,web
1567069545876,enter,e3774,,adaptive_offer,,web
1567069559030,quit,e3774,,adaptive_offer,,web
1567069560310,enter,e3774,,sprint,,web
1567069563056,quit,e3774,,sprint,,web
1567069566433,enter,b2351,,sprint,,web
1567069577184,respond,q3819,,sprint,c,web
1567069579643,respond,q3819,,sprint,d,web
1567069581106,submit,b2351,,sprint,,web
1567069582143,enter,e2351,,sprint,,web
1567069590990,quit,e2351,,sprint,,web
1567069594711,enter,b4293,,sprint,,web
1567069609614,respond,q5761,,sprint,d,web
1567069620656,respond,q5761,,sprint,c,web
1567069623833,submit,b4293,,sprint,,web
1567069625628,enter,e4293,,sprint,,web
1567069638067,quit,e4293,,sprint,,web
1567069644323,enter,b6342,,sprint,,web
1567069705936,respond,q8991,,sprint,c,web
1567069708915,respond,q8991,,sprint,d,web
1567069711293,submit,b6342,,sprint,,web
1567069712691,enter,e6342,,sprint,,web
1567069719529,quit,e6342,,sprint,,web
1567069723805,enter,b4333,,sprint,,web
1567069754445,respond,q5801,,sprint,a,web
1567069759436,submit,b4333,,sprint,,web
1567069761689,enter,e4333,,sprint,,web
1567069777964,quit,e4333,,sprint,,web
1567069781147,enter,b4587,,sprint,,web
1567069797542,respond,q6055,,sprint,b,web
1567069818408,respond,q6055,,sprint,c,web
1567069820847,submit,b4587,,sprint,,web
1567069827309,enter,e4587,,sprint,,web
1567069830628,quit,e4587,,sprint,,web
1567069834172,enter,b3457,,sprint,,web
1567069842382,respond,q4925,,sprint,a,web
1567069845997,submit,b3457,,sprint,,web
1567069854034,enter,l524,,adaptive_offer,,web
1567069859599,play_video,l524,47,adaptive_offer,,web
1567069891419,quit,l524,,adaptive_offer,,web
1567069907336,enter,e4429,,adaptive_offer,,web
1567069914078,quit,e4429,,adaptive_offer,,web
1567069916586,enter,b3457,,adaptive_offer,,web
1567069920456,respond,q4925,,adaptive_offer,c,web
1567069921385,submit,b3457,,adaptive_offer,,web
1567069923028,enter,e3457,,adaptive_offer,,web
1567069924932,quit,e3457,,adaptive_offer,,web
1567069927298,enter,e3457,,sprint,,web
1567069929231,quit,e3457,,sprint,,web
1567069932067,enter,b6102,,sprint,,web
1567069952233,respond,q8751,,sprint,d,web
1567069953230,submit,b6102,,sprint,,web
1567069954705,enter,e6102,,sprint,,web
1567069963702,quit,e6102,,sprint,,web
1567069967063,enter,b3042,,sprint,,web
1567069976245,respond,q4510,,sprint,b,web
1567069983279,submit,b3042,,sprint,,web
1567069985402,enter,e3042,,sprint,,web
1567070002250,quit,e3042,,sprint,,web
1567070005831,enter,b5146,,sprint,,web
1567070058936,respond,q6740,,sprint,c,web
1567070059893,submit,b5146,,sprint,,web
1567070061210,enter,e5146,,sprint,,web
1567070063558,quit,e5146,,sprint,,web
1567070067456,enter,b3211,,sprint,,web
1567070071605,respond,q4679,,sprint,a,web
1567070074406,submit,b3211,,sprint,,web
1567070075509,enter,e3211,,sprint,,web
1567070077638,quit,e3211,,sprint,,web
1567070080639,enter,b5671,,sprint,,web
1567070087821,respond,q8200,,sprint,b,web
1567070095491,respond,q8200,,sprint,a,web
1567070100132,submit,b5671,,sprint,,web
1567070101313,enter,e5671,,sprint,,web
1567070106502,quit,e5671,,sprint,,web
1567070110150,enter,b2832,,sprint,,web
1567070114945,respond,q4300,,sprint,b,web
1567070116446,submit,b2832,,sprint,,web
1567070142582,enter,e2832,,sprint,,web
1567070166690,quit,e2832,,sprint,,web
1567070195244,enter,b3626,,adaptive_offer,,web
1567070199131,respond,q5094,,adaptive_offer,c,web
1567070203978,submit,b3626,,adaptive_offer,,web
1567070205404,enter,e3626,,adaptive_offer,,web
1567070208418,quit,e3626,,adaptive_offer,,web
1567070212612,enter,b2832,,adaptive_offer,,web
1567070214555,respond,q4300,,adaptive_offer,b,web
1567070216771,respond,q4300,,adaptive_offer,d,web
1567070217557,submit,b2832,,adaptive_offer,,web
1567070219703,enter,e2832,,adaptive_offer,,web
1567070221705,quit,e2832,,adaptive_offer,,web
1567070234571,enter,b2619,,adaptive_offer,,web
1567070243623,respond,q4087,,adaptive_offer,d,web
1567070249422,respond,q4087,,adaptive_offer,c,web
1567070257885,submit,b2619,,adaptive_offer,,web
1567070259135,enter,e2619,,adaptive_offer,,web
1567070264113,quit,e2619,,adaptive_offer,,web
1567070266676,enter,b4587,,adaptive_offer,,web
1567070270439,respond,q6055,,adaptive_offer,b,web
1567070271443,submit,b4587,,adaptive_offer,,web
1567070272986,enter,e4587,,adaptive_offer,,web
1567070274510,quit,e4587,,adaptive_offer,,web
1567070345387,enter,b4307,,sprint,,web
1567070374366,respond,q5775,,sprint,a,web
1567070377993,respond,q5775,,sprint,d,web
1567070380448,submit,b4307,,sprint,,web
1567070381571,enter,e4307,,sprint,,web
1567070384579,quit,e4307,,sprint,,web
1567070388051,enter,b3842,,sprint,,web
1567070419004,respond,q5310,,sprint,a,web
1567070425621,respond,q5310,,sprint,c,web
1567070438217,submit,b3842,,sprint,,web
1567070440028,enter,e3842,,sprint,,web
1567070448789,quit,e3842,,sprint,,web
1567070455496,enter,b11497,,sprint,,web
1567070469442,respond,q17260,,sprint,b,web
1567070476600,submit,b11497,,sprint,,web
1567070478330,enter,e11497,,sprint,,web
1567070481552,quit,e11497,,sprint,,web
1567070484470,enter,b2787,,sprint,,web
1567070500418,respond,q4255,,sprint,b,web
1567070508727,submit,b2787,,sprint,,web
1567070509872,enter,e2787,,sprint,,web
1567070523419,quit,e2787,,sprint,,web
1567070526914,enter,b6929,,sprint,,web
1567070555970,respond,q9578,,sprint,a,web
1567070561953,respond,q9578,,sprint,c,web
1567070566908,respond,q9578,,sprint,a,web
1567070569763,respond,q9578,,sprint,d,web
1567070577255,submit,b6929,,sprint,,web
1567070578820,enter,e6929,,sprint,,web
1567070589589,quit,e6929,,sprint,,web
1567135904904,enter,b5088,,my_note,,web
1567135910710,respond,q6565,,my_note,a,web
1567135956110,respond,q6566,,my_note,d,web
1567135958592,respond,q6566,,my_note,a,web
1567135974793,respond,q6567,,my_note,d,web
1567135997825,respond,q6567,,my_note,b,web
1567136026105,respond,q6568,,my_note,b,web
1567136039478,submit,b5088,,my_note,,web
1567136042847,enter,e5088,,my_note,,web
1567136799169,quit,e5088,,my_note,,web
1567136802819,enter,b5174,,my_note,,web
1567136829970,respond,q6789,,my_note,a,web
1567136863145,respond,q6790,,my_note,c,web
1567136873645,respond,q6791,,my_note,d,web
1567136896711,respond,q6792,,my_note,b,web
1567136901881,submit,b5174,,my_note,,web
1567136904355,enter,e5174,,my_note,,web
1567137376311,quit,e5174,,my_note,,web
1567137378585,enter,b5183,,my_note,,web
1567137397251,respond,q6825,,my_note,a,web
1567137447436,respond,q6826,,my_note,b,web
1567137452775,respond,q6826,,my_note,c,web
1567137460535,respond,q6826,,my_note,a,web
1567137466509,respond,q6826,,my_note,b,web
1567137535443,respond,q6827,,my_note,d,web
1567137566544,respond,q6828,,my_note,b,web
1567137572243,respond,q6828,,my_note,c,web
1567137576476,respond,q6828,,my_note,a,web
1567137577470,respond,q6828,,my_note,d,web
1567137579638,submit,b5183,,my_note,,web
1567137581832,enter,e5183,,my_note,,web
1567137737021,quit,e5183,,my_note,,web
1567137740970,enter,b5176,,my_note,,web
1567137776631,respond,q6797,,my_note,c,web
1567137793398,respond,q6797,,my_note,a,web
1567137807225,respond,q6797,,my_note,c,web
1567137839667,respond,q6798,,my_note,d,web
1567137843066,respond,q6798,,my_note,b,web
1567137862440,respond,q6799,,my_note,c,web
1567137896440,respond,q6800,,my_note,c,web
1567137900579,submit,b5176,,my_note,,web
1567137902854,enter,e5176,,my_note,,web
1567138105616,quit,e5176,,my_note,,web
1567138389211,enter,b5112,,my_note,,web
1567138409638,respond,q6661,,my_note,b,web
1567138422058,respond,q6661,,my_note,c,web
1567138451149,respond,q6662,,my_note,b,web
1567138462285,respond,q6663,,my_note,b,web
1567138475701,respond,q6664,,my_note,c,web
1567138482626,submit,b5112,,my_note,,web
1567138484815,enter,e5112,,my_note,,web
1567138632688,quit,e5112,,my_note,,web
1567138635478,enter,b5196,,my_note,,web
1567138657892,respond,q6877,,my_note,a,web
1567138660576,respond,q6877,,my_note,d,web
1567138671628,respond,q6877,,my_note,b,web
1567138674096,respond,q6877,,my_note,d,web
1567138691014,respond,q6878,,my_note,b,web
1567138730725,respond,q6879,,my_note,b,web
1567138739560,respond,q6879,,my_note,a,web
1567138767589,respond,q6880,,my_note,d,web
1567138769604,submit,b5196,,my_note,,web
1567138772191,enter,e5196,,my_note,,web
1567138911008,quit,e5196,,my_note,,web
1567138913279,enter,b5119,,my_note,,web
1567139029191,respond,q6689,,my_note,d,web
1567139040824,respond,q6690,,my_note,c,web
1567139061041,respond,q6691,,my_note,a,web
1567139079050,respond,q6692,,my_note,b,web
1567139083389,submit,b5119,,my_note,,web
1567139085175,enter,e5119,,my_note,,web
1567139345865,quit,e5119,,my_note,,web
1567139348360,enter,b5178,,my_note,,web
1567139383249,respond,q6805,,my_note,c,web
1567139401851,respond,q6805,,my_note,a,web
1567139433825,respond,q6806,,my_note,b,web
1567139438724,respond,q6806,,my_note,c,web
1567139462795,respond,q6807,,my_note,b,web
1567139471837,respond,q6807,,my_note,d,web
1567139492069,respond,q6808,,my_note,b,web
1567139497687,submit,b5178,,my_note,,web
1567139499739,enter,e5178,,my_note,,web
1567139753782,quit,e5178,,my_note,,web
1567141307432,enter,b2045,,my_note,,web
1567141339104,play_audio,b2045,0,my_note,,web
1567141354942,respond,q3333,,my_note,c,web
1567141373004,respond,q3334,,my_note,a,web
1567141381336,respond,q3335,,my_note,a,web
1567141385586,pause_audio,b2045,45505,my_note,,web
1567141385587,submit,b2045,,my_note,,web
1567141387219,enter,e2045,,my_note,,web
1567141400640,play_audio,b2045,0,my_note,,web
1567141439195,pause_audio,b2045,38408,my_note,,web
1567141439195,quit,e2045,,my_note,,web
1567141441339,enter,b2051,,my_note,,web
1567141472406,play_audio,b2051,38408,my_note,,web
1567141493301,respond,q3351,,my_note,b,web
1567141499613,respond,q3352,,my_note,a,web
1567141501320,respond,q3351,,my_note,d,web
1567141506823,respond,q3353,,my_note,d,web
1567141513305,pause_audio,b2051,39915,my_note,,web
1567141513306,submit,b2051,,my_note,,web
1567141514762,enter,e2051,,my_note,,web
1567141523173,play_audio,b2051,0,my_note,,web
1567141561701,pause_audio,b2051,38122,my_note,,web
1567141561702,quit,e2051,,my_note,,web
1567141563753,enter,b1824,,my_note,,web
1567141569727,respond,q2670,,my_note,a,web
1567141572058,respond,q2670,,my_note,c,web
1567141573424,respond,q2670,,my_note,d,web
1567141594832,play_audio,b1824,38122,my_note,,web
1567141624646,respond,q2671,,my_note,b,web
1567141627692,respond,q2672,,my_note,a,web
1567141640326,respond,q2670,,my_note,b,web
1567141641870,pause_audio,b1824,46398,my_note,,web
1567141641871,submit,b1824,,my_note,,web
1567141643745,enter,e1824,,my_note,,web
1567141647333,play_audio,b1824,0,my_note,,web
1567141695177,pause_audio,b1824,47438,my_note,,web
1567141695178,quit,e1824,,my_note,,web
1567141697225,enter,b1827,,my_note,,web
1567141728301,play_audio,b1827,47438,my_note,,web
1567141762243,respond,q2681,,my_note,a,web
1567141767838,respond,q2680,,my_note,b,web
1567141774082,respond,q2679,,my_note,b,web
1567141777496,pause_audio,b1827,48500,my_note,,web
1567141777497,submit,b1827,,my_note,,web
1567141778850,enter,e1827,,my_note,,web
1567141788192,quit,e1827,,my_note,,web
1567141790033,enter,b2008,,my_note,,web
1567141821089,play_audio,b2008,0,my_note,,web
1567141836075,respond,q3223,,my_note,c,web
1567141840801,respond,q3222,,my_note,a,web
1567141854445,respond,q3224,,my_note,a,web
1567141858990,respond,q3224,,my_note,d,web
1567141860085,pause_audio,b2008,38543,my_note,,web
1567141860087,submit,b2008,,my_note,,web
1567141861767,enter,e2008,,my_note,,web
1567141866772,play_audio,b2008,0,my_note,,web
1567141905367,pause_audio,b2008,38543,my_note,,web
1567141905368,quit,e2008,,my_note,,web
1567143186416,enter,b1557,,tutor,,web
1567143217434,play_audio,b1557,38543,tutor,,web
1567143231959,respond,q1870,,tutor,c,web
1567143252476,respond,q1870,,tutor,d,web
1567143261797,respond,q1870,,tutor,b,web
1567143274021,submit,b1557,,tutor,,web
1567143434547,enter,b1560,,tutor,,web
1567143440457,play_audio,b1560,0,tutor,,web
1567143459102,submit,b1560,,tutor,,web
1567143461617,enter,b1466,,tutor,,web
1567143509019,respond,q1596,,tutor,c,web
1567143513162,respond,q1596,,tutor,b,web
1567143521448,respond,q1596,,tutor,a,web
1567143533320,respond,q1596,,tutor,b,web
1567143543115,submit,b1466,,tutor,,web
1567143634430,enter,b1083,,tutor,,web
1567143637678,play_audio,b1083,0,tutor,,web
1567143653674,pause_audio,b1083,15986,tutor,,web
1567143656479,submit,b1083,,tutor,,web
1567143659805,enter,b1387,,tutor,,web
1567143663433,play_audio,b1387,15986,tutor,,web
1567143672942,respond,q1387,,tutor,a,web
1567143676070,submit,b1387,,tutor,,web
1567143685515,enter,b1556,,tutor,,web
1567143701679,respond,q1867,,tutor,b,web
1567143727020,respond,q1867,,tutor,b,web
1567143743863,respond,q1867,,tutor,d,web
1567143755321,respond,q1867,,tutor,c,web
1567143765999,respond,q1867,,tutor,b,web
1567143769247,submit,b1556,,tutor,,web
1567144621315,enter,b2573,,sprint,,web
1567144629687,respond,q4041,,sprint,b,web
1567144636373,respond,q4041,,sprint,c,web
1567144638496,respond,q4041,,sprint,d,web
1567144640106,respond,q4041,,sprint,b,web
1567144643120,submit,b2573,,sprint,,web
1567144644007,enter,e2573,,sprint,,web
1567144651638,quit,e2573,,sprint,,web
1567144653715,enter,b5860,,sprint,,web
1567144668759,respond,q8509,,sprint,c,web
1567144669871,submit,b5860,,sprint,,web
1567144670999,enter,e5860,,sprint,,web
1567144758350,quit,e5860,,sprint,,web
1567144762015,enter,b4203,,sprint,,web
1567144777103,respond,q5671,,sprint,c,web
1567144780279,respond,q5671,,sprint,d,web
1567144781901,submit,b4203,,sprint,,web
1567144782881,enter,e4203,,sprint,,web
1567144786678,quit,e4203,,sprint,,web
1567144791070,enter,b4085,,sprint,,web
1567144799197,respond,q5553,,sprint,d,web
1567144801561,submit,b4085,,sprint,,web
1567144807928,enter,l532,,adaptive_offer,,web
1567144827239,play_video,l532,30,adaptive_offer,,web
1567144960856,pause_video,l532,133584,adaptive_offer,,web
1567144963368,quit,l532,,adaptive_offer,,web
1567144965524,enter,b4392,,adaptive_offer,,web
1567144983443,respond,q5860,,adaptive_offer,d,web
1567144984932,submit,b4392,,adaptive_offer,,web
1567144985705,enter,e4392,,adaptive_offer,,web
1567144999191,quit,e4392,,adaptive_offer,,web
1567145001548,enter,b4085,,adaptive_offer,,web
1567145006244,respond,q5553,,adaptive_offer,b,web
1567145010929,submit,b4085,,adaptive_offer,,web
1567145012644,enter,e4085,,adaptive_offer,,web
1567145019872,quit,e4085,,adaptive_offer,,web
1567145020850,enter,e4085,,sprint,,web
1567145023156,quit,e4085,,sprint,,web
1567145025849,enter,b2934,,sprint,,web
1567145053622,respond,q4402,,sprint,a,web
1567145055404,submit,b2934,,sprint,,web
1567145056395,enter,e2934,,sprint,,web
1567145060684,quit,e2934,,sprint,,web
1567145064263,enter,b11569,,sprint,,web
1567145072115,respond,q17332,,sprint,c,web
